id,tweet_id,customer_handle,customer_text,ground_truth_intent,ground_truth_decision,escalation_category,escalation_reason,difficulty,annotator_notes,human_total_quality,human_reference_reply
GOLD-190,20463,@120469,"@AmazonHelp Since how much time I wait
For your action...??",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,4,"@120469 Sorry about the stretch, Kaushal. Please reply to the email sent to you. Once we receive your reply, we'll check &amp; assist.^SV"
GOLD-191,20465,@120469,@AmazonHelp Please do necessary action against courier services,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120469 I understand your concern for delivery. We'll get back to you on this soon &amp; corrected actions will be taken on carrier. ^BS
GOLD-192,20471,@119355,@AmazonHelp You talked about the Gati courier about our order,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@119355 May I please know if you have filled your details through the link provided earlier? ^SH
GOLD-193,20473,@119355,"@AmazonHelp Yes ,maine bhar diya ha",ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@119355 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-194,20485,@120475,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,DIGITAL_SERVICES_PRIME,AUTO_HANDLE,NONE,"Prime Video, Kindle, or Echo device playback troubleshooting via self-service guide.",Standard,Standard streaming buffer or digital device setup. Can be safely handled with self-service troubleshooting steps.,5,@120475 I have forwarded your comment as a feedback internally for a review. Appreciate your understanding. (3/3) ^SI
GOLD-195,20486,@120475,@AmazonHelp Why Amazon.in prime members are not allowed to access kindle prime reading section? @117634 @115850 @115821,DIGITAL_SERVICES_PRIME,AUTO_HANDLE,NONE,"Prime Video, Kindle, or Echo device playback troubleshooting via self-service guide.",Standard,Standard streaming buffer or digital device setup. Can be safely handled with self-service troubleshooting steps.,5,@120475 Please connect with us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^HK
GOLD-196,20491,@120476,@AmazonHelp Okay. Tx. Wish to see it soon.,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120476 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-197,20743,@120538,@AmazonHelp  please ship this today ORDER # 408-8285636-6191504,ACCOUNT_SECURITY_BILLING,ESCALATE_TO_HUMAN,PII_OR_ACCOUNT_SECURITY,Customer tweeted full Amazon Order ID publicly. Requires DM handoff to protect transaction privacy.,Noisy / Slang / Typo,Order ID published in public domain. Agent must warn customer not to share private order numbers publicly and transfer to DM.,4,"@120538 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
GOLD-198,20747,@120539,@AmazonHelp non ancora: qual'è il modo migliore per segnalarvi i disservizi di Bartolini? Grazie!,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120539 Puoi contattare tramite questo link: https://t.co/1L0CKp38Aw. A presto! ^CS
GOLD-199,20750,@120538,@AmazonHelp haan MC woh toh dekh hi liya hai ek order mai delivery date se bas 5 din hi late aaya order Tm harami ke pille yaha kyun baithe ho jb kch1/2,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,3,@120538 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
GOLD-200,20751,@120538,@AmazonHelp kr hi sakte ho tm chutye 2/2,ORDER_DELIVERY_ISSUE,AUTO_HANDLE,NONE,Standard in-transit carrier tracking and estimated delivery date self-service inquiry.,Standard,Routine package delivery status inquiry. Live GPS carrier tracking available directly via Your Orders portal.,5,@120538 You can check the latest updates on your order and track delivery directly in Your Orders: amzn.to/track-package. Let us know if you need anything else! ^SM
